symbol,name,price
CCS51D.BA,--,100.05
CCS51O.BA,--,"142,100.00"
CCSCOD.BA,"Cisco Systems, Inc.",16.09
CCVHC.BA,CABLEVISION HOLDING SA,5.16
CCVHD.BA,CABLEVISION HOLDING SA,5.41
CCVS.BA,CVS HEALTH CORPORATION CEDEAR E,"7,670.00"
CCVSD.BA,CVS Health Corporation,5.44
CCVXC.BA,CHEVRON CORPORATION CEDEAR EACH,11.67
CCVXD.BA,Chevron Corporation,11.79
CCX.BA,Cemex SAB de CV,"18,400.00"
DD27F6.BA,--,"139,780.00"
DD30A6.BA,--,"138,500.00"
DDAL.BA,DELTA AIR LINES INC CEDEAR EACH,"12,610.00"
DDALD.BA,"Delta Air Lines, Inc.",8.89
DDDD.BA,"DuPont de Nemours, Inc.",10.00
DDECK.BA,Deckers Outdoor Corporation,"6,765.00"
DDECKD.BA,DECKERS OUTDOOR CORP CEDEAR EAC,4.67
DDED.BA,Deere & Company,15.84
DDEOD.BA,Diageo plc,17.45
DDHRD.BA,Danaher Corporation,4.24
DDIA.BA,SPDR Dow Jones Industrial Average ETF Trust,"36,520.00"
DDIAC.BA,SPDR DOW JONES INDUSTRIAL AVG E,24.94
DDIAD.BA,SPDR DOW JONES INDUSTRIAL AVG E,25.66
DDISNC.BA,WALT DISNEY COMPANY (THE) 12 CE,9.01
DDISND.BA,The Walt Disney Company,9.07
DDN27D.BA,--,105.80
DDNC8C.BA,--,101.75
DDNC8D.BA,--,104.15
DDNC8O.BA,--,"147,800.00"
DDOCUC.BA,DOCUSIGN INC CEDEAR EA 22 RER 1,2.19
DDOCUD.BA,"DocuSign, Inc.",2.12
DDOWC.BA,DOW INC CED EACH 2 REPR 1,5.60
DDOWD.BA,Dow Inc.,5.62
EEAD.BA,Electronic Arts Inc.,15.03
EEBAYD.BA,eBay Inc.,41.64
EECL.BA,Ecolab Inc.,"7,895.00"
EECOG.BA,Ecogas Inversiones S.A.,"3,130.00"
EECOGD.BA,Ecogas Inversiones S.A.,2.19
EEDND.BA,EMPRESA DISTR Y COMERC NORTE ED,1.46
EEEM.BA,"iShares, Inc. - iShares MSCI Emerging Markets ETF","17,990.00"
EEEMC.BA,ISHARES TRUST CEDEAR EACH 5 REP,12.60
EEEMD.BA,ISHARES TRUST CEDEAR EACH 5 REP,12.80
EEFA.BA,iShares Trust - iShares MSCI EAFE ETF,"8,535.00"
EEFAD.BA,ISHARES TRUST CEDEAR EACH 18 RE,6.07
EELPC.BA,Companhia Paranaense de Energia - COPEL,"46,980.00"
EEMBJ.BA,Embraer S.A.,"104,500.00"
EEMBJD.BA,Embraer S.A.,75.20
EEMC1D.BA,--,102.05
EESGU.BA,Banco Comafi S.A.,"7,310.00"
EESGUD.BA,Banco Comafi S.A.,5.20
EETHA.BA,ISHARES ETHEREUM TRUST DR ENTL,"4,560.00"
EETHAC.BA,ISHARES ETHEREUM TRUST DR ENTL,3.10
EETHAD.BA,ISHARES ETHEREUM TRUST DR ENTL,3.21
EETSYD.BA,"Etsy, Inc.",3.03
EEWJ.BA,ISHARES INC CEDEAR EACH 14 REPR,"9,870.00"
EEWJC.BA,ISHARES INC CEDEAR EACH 14 REPR,6.80
EEWJD.BA,ISHARES INC CEDEAR EACH 14 REPR,6.97
EEWZ.BA,"iShares, Inc. - iShares MSCI Brazil ETF","27,880.00"
EEWZC.BA,ISHARES INC CEDEAR EACH 2 REPR,19.05
EEWZD.BA,ISHARES INC CEDEAR 2 REPR 1 ETF,19.56
FF-B.BA,FORD MOTOR CO CEDEAR EACH 1 REP,"20,740.00"
FF.BA,Ford Motor Company,"20,810.00"
FFCXC.BA,FREEPORT-MCMORAN INC CEDEAR EAC,21.65
FFCXD.BA,Freeport-McMoRan Inc.,21.80
FFD.BA,Ford Motor Company,14.80
FFDXD.BA,FedEx Corporation,38.07
FFMXD.BA,"Fomento Económico Mexicano, S.A.B. de C.V.",19.25
FFO4AD.BA,--,102.90
FFO4AO.BA,--,"147,000.00"
FFO4BO.BA,--,"146,000.00"
FFSLRD.BA,FIRST SOLAR INC CEDEAR EACH REP,12.87
FFXI.BA,Banco Comafi S.A.,"11,270.00"
FFXIC.BA,ISHARES TRUST CEDEAR EACH 5 REP,8.30
FFXID.BA,Banco Comafi S.A.,7.90
GGDX.BA,VanEck ETF Trust - VanEck Gold Miners ETF,"15,160.00"
GGDXD.BA,VANECK ETF TR CEDEAR EACH 10 RE,10.48
GGED.BA,General Electric Company,40.58
GGGALC.BA,GRUPO FINANCIERO GALICIA SA,4.57
GGGALD.BA,Grupo Financiero Galicia S.A.,4.79
GGGBD.BA,Gerdau S.A.,17.12
GGILDD.BA,"Gilead Sciences, Inc.",38.74
GGLD.BA,SPDR GOLD TRUST GDR EACH REPR 5,"13,600.00"
GGLDC.BA,SPDR GOLD TRUST GDR EACH REPR 5,9.27
GGLDD.BA,SPDR GOLD TRUST GDR EACH REPR 5,9.69
GGLOBC.BA,GLOBANT SA CEDEAR EACH 18 REP 1,2.74
GGLOBD.BA,Globant S.A.,2.88
GGMD.BA,General Motors Company,14.14
GGN49D.BA,--,105.00
GGN49O.BA,--,"149,560.00"
GGOGLC.BA,ALPHABET INC CEDEAR EACH 58 REP,5.32
GGOGLD.BA,Alphabet Inc.,5.48
GGPRKD.BA,GeoPark Limited,8.47
GGRMND.BA,GARMIN LTD CEDEAR EAC 3 REP 1 C,72.00
GGSD.BA,"The Goldman Sachs Group, Inc.",71.80
GGSKD.BA,GSK plc,15.01
GGTC.BA,GOODYEAR TIRE & RUBBER CO CEDEA,4.90
GGTD.BA,GOODYEAR TIRE & RUBBER CO CEDEA,4.88
HHALD.BA,Halliburton Company,17.57
HHAPV3.BA,HAPVIDA PARTICIPACOES INV SA CE,"2,987.50"
HHDD.BA,"The Home Depot, Inc.",12.68
HHJCID.BA,--,102.35
HHJCIO.BA,--,"147,500.00"
HHJCJD.BA,--,103.50
HHJCKD.BA,--,104.00
HHJCKO.BA,--,"144,000.00"
HHLD.BA,Hecla Mining Company,24.00
HHMYC.BA,HARMONY GOLD MINING CO CEDEAR E,20.72
HHMYD.BA,Harmony Gold Mining Company Limited,21.96
HHOND.BA,Honeywell International Inc.,31.60
HHOOD.BA,"Robinhood Markets, Inc.","3,835.00"
HHOODD.BA,"Robinhood Markets, Inc.",2.72
HHPQD.BA,HP Inc.,20.00
HHSAT.BA,Holdsat S.A.,144.00
HHSYD.BA,The Hershey Company,10.85
HHUT.BA,Hut 8 Corp.,"393,075.00"
HHUTC.BA,HUT 8 CORP CEDEAR EACH 1 REPR 5,281.00
HHUTD.BA,Hut 8 Corp.,280.25
HHVS1D.BA,--,104.00
HHVS1O.BA,--,"148,000.00"
HHWMD.BA,Howmet Aerospace Inc.,257.50
IIBB.BA,iShares Trust - iShares Biotechnology ETF,"9,420.00"
IIBBC.BA,ISHARES TRUST CEDEAR EACH 27 RE,6.47
IIBBD.BA,iShares Trust - iShares Biotechnology ETF,6.66
IIBIT.BA,Banco Comafi S.A.,"5,770.00"
IIBITB.BA,ISHARES BITCOIN TRUST ETF CEDEA,"5,955.00"
IIBITC.BA,ISHARES BITCOIN TRUST ETF CEDEA,4.04
IIBITD.BA,Banco Comafi S.A.,4.04
IIBMC.BA,INTERNATIONAL BUS MACH CORP CED,18.36
IIBMD.BA,International Business Machines Corporation,18.05
IIEB.BA,IEB Construcciones S.A.,766.00
IIEMG.BA,Ishares Inc.,"9,180.00"
IIEMGD.BA,ISHARES INC CEDEAR EACH 12 REP,6.49
IIEUR.BA,iShares Trust - iShares Core MSCI Europe ETF,"10,050.00"
IIEURD.BA,iShares Trust - iShares Core MSCI Europe ETF,7.08
IIJH.BA,ISHARES TRUST CEDEAR EACH 12 RE,"8,705.00"
IIJHD.BA,ISHARES TRUST CEDEAR EACH 12 RE,6.20
IILF.BA,Banco Comafi S.A.,"8,865.00"
IILFD.BA,Banco Comafi S.A.,6.25
IINTCC.BA,INTEL CORP CEDEARS (EACH 5 REP,9.47
IINTCD.BA,Intel Corporation,9.74
IIPD.BA,INTERNATIONAL PAPER CO CEDEAR E,12.35
IIREN.BA,IREN Limited,"5,210.00"
IIREND.BA,IREN LIMITED CEDEAR EACH 44 REP,3.70
IIRS2W.BA,IRSA INVERSIONES Y REPRESENTACI,"3,000.00"
IIRSAD.BA,IRSA INVERSIONES Y REPRESENTACI,1.59
IITA.BA,ISHARES TRUST CEDEAR EACH 50 RE,"6,900.00"
IITAD.BA,ISHARES TRUST CEDEAR EACH 50 RE,4.87
IITUBC.BA,ITAU UNIBANCO HOLDINGS S.A. CED,9.46
IITUBD.BA,Itaú Unibanco Holding S.A.,9.40
IIVE.BA,iShares Trust - iShares S&P 500 Value ETF,"8,090.00"
IIVEC.BA,ISHARES TRUST CEDEAR EACH 40 RE,5.50
IIVED.BA,ISHARES TRUST CEDEAR EACH 40 RE,5.77
IIVV.BA,Banco Comafi S.A.,"1,466.00"
IIVVD.BA,Banco Comafi S.A.,1.04
IIVW.BA,"Meta Platforms, Inc.","8,810.00"
IIVWC.BA,ISHARES TRUST CEDEAR EACH 20 RE,6.01
IIVWD.BA,ISHARES TRUST CEDEAR EACH 20 RE,6.30
IIWM.BA,iShares Trust - iShares Russell 2000 ETF,"38,800.00"
IIWMD.BA,ISHARES TRUST CEDEAR EACH 10 RE,27.40
JJDC.BA,JD.COM INC CEDEAR EACH 4 REPR 1,7.05
JJDD.BA,"JD.com, Inc.",7.05
JJMIA.BA,Jumia Technologies AG,"13,740.00"
JJMIAD.BA,Jumia Technologies AG,9.60
JJNJC.BA,JOHNSON & JOHNSON CEDEAR EACH 1,16.48
JJNJD.BA,Johnson & Johnson,16.85
JJPMC.BA,JPMORGAN CHASE & CO. CEDEAR EAC,21.68
JJPMD.BA,JPMorgan Chase & Co.,20.90
KKMBD.BA,Kimberly-Clark Corporation,18.75
KKO--B.BA,COCA-COLA CO CEDEARS EACH 5  RE,"23,550.00"
KKOC.BA,COCA-COLA CO CEDEARS EACH 5  RE,15.70
KKOD.BA,The Coca-Cola Company,16.50
KKOFM.BA,"Coca-Cola FEMSA, S.A.B. de C.V.","82,825.00"
LLACD.BA,Lithium Americas Corp.,4.86
LLARD.BA,Lithium Argentina AG,7.20
LLLYC.BA,ELI LILLY AND COMPANY CEDEAR EA,18.83
LLLYD.BA,Eli Lilly and Company,18.81
LLMTD.BA,Lockheed Martin Corporation,32.80
LLND.BA,Banco Comafi S.A.,"5,615.00"
LLOC5D.BA,--,103.60
LLOC5O.BA,--,"147,920.00"
LLOC6D.BA,--,100.55
LLOC6O.BA,--,"144,600.00"
LLOMAC.BA,LOMA NEGRA CIA IND ARGENTINA SA,2.33
LLOMAD.BA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,2.34
LLRCXD.BA,Lam Research Corporation,4.61
LLREN3.BA,LOJAS RENNER SA CEDEAR EACH 1 R,"4,280.00"
MM30A6.BA,--,108.85
MM31G6.BA,--,111.95
MMAD.BA,Mastercard Incorporated,16.36
MMCC2D.BA,--,101.90
MMCC2O.BA,--,"145,380.00"
MMCDC.BA,MCDONALD'S CORPORATION CEDEAR E,13.49
MMCDD.BA,McDonald's Corporation,14.08
MMDLZ.BA,MONDELEZ INTL INC CEDEAR EACH 1,"6,150.00"
MMDLZD.BA,MONDELEZ INTL INC CEDEAR EACH 1,4.30
MMELIC.BA,MERCADOLIBRE INC CEDEAR EACH 12,16.53
MMELID.BA,"MercadoLibre, Inc.",17.06
MMETAC.BA,META PLATFORMS INC CEDEAR EA 24,28.00
MMETAD.BA,"Meta Platforms, Inc.",28.05
MMETRC.BA,METROGAS SA,1.64
MMETRD.BA,METROGAS SA,1.52
MMG6X.BA,--,110.50
MMGLU3.BA,MAGAZINE LUIZA SA CEDEAR EACH 1,"2,917.50"
MMIC3D.BA,--,102.20
MMIC3O.BA,--,"146,000.00"
MMIC4D.BA,--,100.80
MMMMD.BA,3M Company,17.71
MMOC.BA,ALTRIA GROUP INC CEDEARS EACH 4,16.38
MMOD.BA,"Altria Group, Inc.",17.35
MMOS.BA,The Mosaic Company,"8,710.00"
MMOSD.BA,The Mosaic Company,6.25
MMRKD.BA,"Merck & Co., Inc.",25.20
MMRNA.BA,MODERNA INC CEDEAR EACH 19 REP,"3,290.00"
MMRNAD.BA,MODERNA INC CEDEAR EACH 19 REP,2.28
MMRVLD.BA,MARVELL TECHNOLOGY INC CEDEAR E,6.08
MMSFTC.BA,MICROSOFT CORP CEDEAR EACH 30 R,13.93
MMSFTD.BA,Microsoft Corporation,13.90
MMSTR.BA,Strategy Inc,"9,860.00"
MMSTRC.BA,STRATEGY INC CEDEAR EACH 20 REP,6.23
MMSTRD.BA,Strategy Inc,6.91
MMU.BA,"Micron Technology, Inc.","121,975.00"
MMUC.BA,MICRON TECHNOLOGY INC CEDEAR EA,84.00
MMUD.BA,"Micron Technology, Inc.",87.70
MMUFG.BA,"Mitsubishi UFJ Financial Group, Inc.","28,840.00"
MMUFGD.BA,"Mitsubishi UFJ Financial Group, Inc.",20.69
MMUXC.BA,MCEWEN INC CEDEAR EACH 2 REP 1,13.51
MMUXD.BA,McEwen Inc.,13.50
NNATU3.BA,Natura &Co Holding SA,"2,542.50"
NNEMD.BA,Newmont Corporation,44.30
NNFLXC.BA,NETFLIX INC CEDEAR EACH 48 REP,1.60
NNFLXD.BA,"Netflix, Inc.",1.68
NNIOC.BA,NIO INC CEDEAR EACH 4 REP 1 ADR,1.25
NNIOD.BA,NIO Inc.,1.28
NNKEC.BA,NIKE INC CEDEAR EACH 12 REP 1 C,5.30
NNKED.BA,"NIKE, Inc.",5.45
NNOKA.BA,Nokia Oyj,"10,400.00"
NNOW.BA,"ServiceNow, Inc.",921.00
NNOWD.BA,SERVICENOW INC CEDEAR EACH 172,0.66
NNPCCC.BA,--,106.00
NNPCCD.BA,--,108.90
NNPCCO.BA,--,"156,790.00"
NNTESD.BA,"NetEase, Inc.",8.76
NNUC.BA,NU HOLDINGS LTD CEDEAR EACH 2 R,8.33
NNUD.BA,Nu Holdings Ltd.,8.76
NNVDAC.BA,NVIDIA CORP CEDEAR EACH 24 REP,7.64
NNVDAD.BA,NVIDIA Corporation,7.88
NNVSD.BA,Novartis AG,42.45
NNXED.BA,NEXGEN ENERGY LTD CEDEAR EACH 1,12.24
OOC01Q.BA,--,"5,319,600.00"
OOKLO.BA,Oklo Inc.,"3,445.00"
OOKLOD.BA,OKLO INC CEDEAR EACH 29 REPR RA,2.42
OOLC5D.BA,--,105.00
OOLC5O.BA,--,"150,000.00"
OOLC6D.BA,--,103.80
OOLC6O.BA,--,"148,340.00"
OORCLD.BA,Oracle Corporation,56.60
OORLYD.BA,"O'Reilly Automotive, Inc.",0.46
OOTS5D.BA,--,103.75
OOTS5O.BA,--,"149,000.00"
OOTS6D.BA,--,100.10
OOTS6O.BA,--,"142,670.00"
OOXY.BA,Occidental Petroleum Corporation,"13,560.00"
OOXYD.BA,Occidental Petroleum Corporation,9.52
PPAASD.BA,Pan American Silver Corp.,19.92
PPAGSD.BA,PagSeguro Digital Ltd.,3.67
PPAMPC.BA,PAMPA ENERGIA S.A.,3.26
PPAMPD.BA,Pampa Energía S.A.,3.39
PPANW.BA,"Palo Alto Networks, Inc.","4,937.50"
PPANWD.BA,"Palo Alto Networks, Inc.",3.46
PPATH.BA,"UiPath, Inc.","8,425.00"
PPATHD.BA,"UiPath, Inc.",6.35
PPBRC.BA,PETROLEO BRASILEIRO SA PETROBRA,15.11
PPBRD.BA,Petróleo Brasileiro S.A. - Petrobras,15.80
PPDD.BA,PDD Holdings Inc.,"5,935.00"
PPDDD.BA,PDD HOLDINGS INC CEDEAR EACH  2,4.09
PPECND.BA,--,60.49
PPECNO.BA,--,"86,000.00"
PPEPC.BA,PEPSICO INC CEDEAR EACH 18 REP,9.41
PPEPD.BA,"PepsiCo, Inc.",9.62
PPETRD.BA,PETROLEO BRASILEIRO SA PETROBRA,7.84
PPFC2D.BA,--,102.50
PPFEC.BA,PFIZER INC CEDEAR EACH 4 REP 1,6.98
PPFED.BA,Pfizer Inc.,7.18
PPGC.BA,PROCTER & GAMBLE CO CEDEAR EACH,10.68
PPGD.BA,The Procter & Gamble Company,11.03
PPINS.BA,PINTEREST INC CEDEAR EACH 7 REP,"3,205.00"
PPINSD.BA,PINTEREST INC CEDEAR EACH 7 REP,2.43
PPLC3D.BA,--,103.20
PPLC3O.BA,--,"146,050.00"
PPLC4C.BA,--,105.30
PPLC4D.BA,--,108.95
PPLC4O.BA,--,"155,400.00"
PPLC5C.BA,--,103.95
PPLC5D.BA,--,107.65
PPLC5O.BA,--,"153,000.00"
PPLTRC.BA,PALANTIR TECH INC CEDEAR EACH 3,44.84
PPLTRD.BA,Palantir Technologies Inc.,45.82
PPM.BA,PHILIP MORRIS INTERNATIONAL INC,"15,350.00"
PPMD.BA,PHILIP MORRIS INTERNATIONAL INC,11.38
PPN40O.BA,--,"137,000.00"
PPN41D.BA,--,107.50
PPN41O.BA,--,"153,000.00"
PPN42D.BA,--,103.30
PPN42O.BA,--,"148,700.00"
PPN43D.BA,--,105.15
PPN43O.BA,--,"149,600.00"
PPNIZF.BA,BANCO DE VALORES S.A.,3.25
PPQCTD.BA,--,103.00
PPR17X.BA,--,733.65
PPRIO3.BA,Prio S.A.,"7,405.00"
PPSQ.BA,PROSHARES TRUST CEDEAR EACH 8 R,"5,695.00"
PPSQC.BA,PROSHARES TRUST CEDEAR EACH 8 R,4.10
PPSQD.BA,PROSHARES TRUST CEDEAR EACH 8 R,4.03
PPSXD.BA,Phillips 66,26.61
PPVC3O.BA,--,"145,320.00"
PPYPLC.BA,PAYPAL HOLDINGS INC CEDEAR EACH,5.08
PPYPLD.BA,"PayPal Holdings, Inc.",5.20
QQCOMC.BA,QUALCOMM INC CEDEAR EACH 11 REP,12.60
QQCOMD.BA,QUALCOMM Incorporated,13.40
QQQQ.BA,"Invesco QQQ Trust, Series 1","44,440.00"
QQQQC.BA,INVESCO QQQ TRUST CEDEAR EACH 2,30.20
QQQQD.BA,INVESCO QQQ TRUST CEDEAR EACH 2,31.30
RRACE.BA,FERRARI N V CEDEAR EACH 83 REP,"6,715.00"
RRACEC.BA,FERRARI N V CEDEAR EACH 83 REP,4.60
RRACED.BA,FERRARI N V CEDEAR EACH 83 REP,4.70
RRBLX.BA,Roblox Corporation,"46,680.00"
RRBLXD.BA,Roblox Corporation,32.13
RRC1CD.BA,--,108.00
RRC1CO.BA,--,"154,000.00"
RRC2CD.BA,--,103.10
RRC2CO.BA,--,"149,900.00"
RRCCRD.BA,--,104.40
RRENT3.BA,Localiza Rent a Car S.A.,"7,110.00"
RRGTI.BA,"Rigetti Computing, Inc.","11,620.00"
RRGTIC.BA,RIGETTI COMPUTING INC CEDEAR EA,7.61
RRGTID.BA,"Rigetti Computing, Inc.",8.20
RRIOD.BA,Rio Tinto Group,12.65
RRIOT.BA,RIOT PLATFORMS INC RIOT PLATFOR,"7,465.00"
RRIOTC.BA,RIOT PLATFORMS INC RIOT PLATFOR,4.93
RRIOTD.BA,RIOT PLATFORMS INC RIOT PLATFOR,5.44
RRKLB.BA,Rocket Lab Corporation,"8,190.00"
RRKLBD.BA,ROCKET LAB CORPORATION CEDEAR E,5.80
RROKU.BA,ROKU INC CEDEAR EACH 13 REP 1 O,"10,100.00"
RROKUD.BA,ROKU INC CEDEAR EACH 13 REP 1 O,6.35
RROSTD.BA,"Ross Stores, Inc.",50.90
RRTXD.BA,RTX Corporation,42.45
RRUCED.BA,--,100.00
RRUCEO.BA,--,"141,700.00"
SS16M6.BA,--,102.15
SS17A6.BA,--,104.44
SS27F6.BA,--,124.88
SS29Y6.BA,--,121.36
SS2A6X.BA,--,104.33
SS30A6.BA,--,119.90
SS30N6.BA,--,103.00
SS30O6.BA,--,109.95
SS31G6.BA,--,108.40
SS31L6.BA,--,102.55
SSAND.BA,"Banco Santander, S.A.",49.30
SSAPD.BA,SAP SE,35.90
SSATL.BA,Satellogic Inc.,"4,760.00"
SSATLD.BA,Satellogic Inc.,3.38
SSBC2D.BA,--,101.10
SSBC2O.BA,--,"146,000.00"
SSBUXC.BA,STARBUCKS CORP CEDEAR EACH 12 R,7.97
SSBUXD.BA,Starbucks Corporation,8.12
SSED.BA,Sea Limited,3.46
SSFD34.BA,--,"146,000.00"
SSFD4D.BA,--,103.00
SSG6X.BA,--,108.35
SSH.BA,PROSHARES TRUST GDR EACH REPR 8,"6,675.00"
SSHD.BA,PROSHARES TRUST GDR EACH REPR 8,4.72
SSHELD.BA,Shell plc,41.13
SSHOPC.BA,SHOPIFY INC CEDEAR EA 107 RE 1,1.17
SSHOPD.BA,Shopify Inc.,1.08
SSIDD.BA,COMPANHIA SIDERURGICA NACIONAL,14.10
SSLBD.BA,SLB N.V.,17.50
SSLV.BA,ISHARES SILVER TRUST CEDEAR EAC,"17,150.00"
SSLVC.BA,ISHARES SILVER TRUST CEDEAR EAC,11.86
SSLVD.BA,ISHARES SILVER TRUST CEDEAR EAC,12.19
SSM6X.BA,--,102.17
SSMH.BA,VANECK ETF TR CEDEAR EACH 50 RE,"12,030.00"
SSMHC.BA,VANECK ETF TR CEDEAR EACH 50 RE,7.70
SSMHD.BA,VANECK ETF TR CEDEAR EACH 50 RE,8.40
SSN6X.BA,--,102.92
SSNAPD.BA,Snap Inc.,5.00
SSNEAO.BA,--,"83,000.00"
SSNEBD.BA,--,68.49
SSNEBO.BA,--,"94,850.00"
SSNOWD.BA,Snowflake Inc.,6.39
SSO6X.BA,--,109.71
SSONYD.BA,Sony Group Corporation,2.96
SSPCE.BA,VIRGIN GALACTIC HLDGS INC CEDEA,"7,600.00"
SSPGID.BA,S&P Global Inc.,9.25
SSPHQ.BA,INVESCO EXCHANGE TRADED FD TR C,"8,350.00"
SSPHQD.BA,INVESCO EXCHANGE TRADED FD TR C,6.00
SSPOTD.BA,Spotify Technology S.A.,17.39
SSPXL.BA,DIREXION SHARES ETF TRUST CEDEA,"12,800.00"
SSPXLC.BA,DIREXION SHARES ETF TRUST CEDEA,9.24
SSPXLD.BA,DIREXION SHARES ETF TRUST CEDEA,9.09
SSPY.BA,SPDR S&P 500 ETF Trust,"50,300.00"
SSPYB.BA,STATE ST SPDR S&P 500 ETF TR CE,"52,050.00"
SSPYC.BA,STATE ST SPDR S&P 500 ETF TR CE,34.67
SSPYD.BA,SPDR S&P 500 ETF Trust,35.46
SSTLA.BA,STELLANTIS N.V CEDEAR EACH 5 RE,"2,300.00"
SSTLAD.BA,STELLANTIS N.V CEDEAR EACH 5 RE,1.65
SSTNED.BA,StoneCo Ltd.,5.86
SSUPVC.BA,GRUPO SUPERVIELLE S.A.,2.24
SSUPVD.BA,Grupo Supervielle S.A.,2.18
SSUZD.BA,SUZANO SA CEDEAR EAC REPR 1 ADR,11.18
SSWKS.BA,SKYWORKS SOLUTIONS INC CEDEAR E,"4,300.00"
SSWKSD.BA,"Skyworks Solutions, Inc.",3.00
SSXC2D.BA,--,102.70
SSXC2O.BA,--,"145,030.00"
SSY6X.BA,--,121.31
TT30A7.BA,--,109.85
TT30J7.BA,--,105.35
TT31Y7.BA,--,103.70
TT641D.BA,--,101.85
TT652D.BA,--,102.80
TT662D.BA,--,102.05
TT662O.BA,--,"140,550.00"
TTA7X.BA,--,109.15
TTD.BA,AT&T Inc.,9.88
TTEAM.BA,Atlassian Corporation,"2,687.50"
TTEAMD.BA,ATLASSIAN CORP CEDEAR EACH 47 R,1.90
TTECOD.BA,Telecom Argentina S.A.,2.35
TTEM.BA,"Tempus AI, Inc.","6,335.00"
TTEMD.BA,TEMPUS AI INC CEDEAR EACH 12 RE,4.56
TTEND.BA,Tenaris S.A.,50.50
TTGN4D.BA,TRANSPORTADORA DE GAS DEL NORTE,3.07
TTGSUC.BA,TRANSPORTADORA DE GAS DEL SUR S,5.88
TTGSUD.BA,TRANSPORTADORA DE GAS DEL SUR S,6.06
TTGTC.BA,TARGET CORP CEDEAR EACH 24 REP,4.76
TTGTD.BA,Target Corporation,4.95
TTLCPC.BA,--,107.95
TTLCPD.BA,--,112.25
TTLCPO.BA,--,"159,000.00"
TTLCQD.BA,--,103.45
TTLCQO.BA,--,"147,000.00"
TTLCTC.BA,--,100.00
TTLCTD.BA,--,107.85
TTLCTO.BA,--,"153,570.00"
TTMC.BA,TOYOTA MOTOR CORP CEDEAR EACH 1,16.37
TTMD.BA,Toyota Motor Corporation,17.10
TTMOD.BA,Thermo Fisher Scientific Inc.,25.84
TTMUS.BA,T-MOBILE US INC CEDEAR EACH 33,"9,600.00"
TTMUSD.BA,T-MOBILE US INC CEDEAR EACH 33,6.95
TTQQQ.BA,PROSHARES TRUST CEDEAR EACH 25,"2,870.00"
TTQQQD.BA,PROSHARES TRUST CEDEAR EACH 25,2.08
TTRAND.BA,Compañía de Transporte de Energía Eléctrica en Alta Tensión Transener S.A.,2.83
TTRIPD.BA,"Tripadvisor, Inc.",4.95
TTSC4D.BA,--,106.80
TTSC4O.BA,--,"152,630.00"
TTSLAC.BA,TESLA INC CEDEAR EACH 15 REP 1,28.24
TTSLAD.BA,"Tesla, Inc.",29.11
TTSMC.BA,TAIWAN SEMICONDUCTOR MANUFACTUR,40.87
TTSMD.BA,Taiwan Semiconductor Manufacturing Company Limited,42.61
TTTCBD.BA,--,104.30
TTTCBO.BA,--,"148,000.00"
TTTCDC.BA,--,103.40
TTTCDD.BA,--,106.45
TTTCDO.BA,--,"151,940.00"
TTWLOD.BA,Twilio Inc.,3.20
TTXARC.BA,TERNIUM ARGENTINA SA,0.47
TTXARD.BA,Ternium Argentina S.A.,0.49
TTXND.BA,Texas Instruments Incorporated,45.10
TTXRD.BA,Ternium S.A.,11.45
TTY30P.BA,--,117.05
TTY30X.BA,--,116.75
TTY7X.BA,--,103.20
TTY7Z.BA,--,0.07
TTZXA7.BA,--,99.00
TTZXY7.BA,--,105.00
UUAL.BA,"United Airlines Holdings, Inc.","31,960.00"
UUBER.BA,"Uber Technologies, Inc.","50,950.00"
UUBERD.BA,"Uber Technologies, Inc.",36.50
UUGPD.BA,Ultrapar Participações S.A.,5.51
UUL.BA,Unilever PLC,"36,600.00"
UULD.BA,Unilever PLC,25.60
UUNHC.BA,UNITEDHEALTH GROUP INC CEDEAR E,8.45
UUNHD.BA,UnitedHealth Group Incorporated,9.18
UUNPD.BA,Union Pacific Corporation,13.35
UUPST.BA,"Upstart Holdings, Inc.","9,130.00"
UUPSTC.BA,UPSTART HLDGS INC CEDEAR EACH 5,8.07
UUPSTD.BA,"Upstart Holdings, Inc.",6.44
UURA.BA,GLOBAL X FDS CEDEAR EACH 5 REPR,"15,250.00"
UURAC.BA,GLOBAL X FDS CEDEAR EACH 5 REPR,10.48
UURAD.BA,GLOBAL X FDS CEDEAR EACH 5 REPR,10.79
UURBND.BA,"Urban Outfitters, Inc.",35.19
UUSO.BA,UNITED STATES OIL FUND LP CEDEA,"7,475.00"
UUSOD.BA,UNITED STATES OIL FUND LP CEDEA,5.30
VVAC3P.BA,--,"141,000.00"
VVALEC.BA,VALE S.A. CEDEAR (EACH REP 0.5,8.32
VVALED.BA,Vale S.A.,8.56
VVALOC.BA,BANCO DE VALORES S.A.,0.40
VVALOD.BA,Banco de Valores S.A.,0.40
VVBC2O.BA,--,"145,000.00"
VVC.BA,VISA INC CEDEARS (EACH 18 REP 1,17.59
VVD.BA,Visa Inc.,18.15
VVEA.BA,Vanguard Tax-Managed Funds - Vanguard FTSE Developed Markets ETF,"10,140.00"
VVEAC.BA,VANGUARD TAX MANAGED FUND CEDEA,6.95
VVEAD.BA,Vanguard Tax-Managed Funds - Vanguard FTSE Developed Markets ETF,7.16
VVIG.BA,VANGUARD SPECIALIZED FUNDS CEDE,"8,605.00"
